fips,county,state,state_name,lat,lon,land_sq_mi,population,septic_dominant_class,septic_dominant_share_pct,septic_very_limited_pct
37105,Lee County,NC,North Carolina,35.4763,-79.1721,255.072,68537,Very limited,60.8,60.8
38101,Ward County,ND,North Dakota,48.2167,-101.5405,2013.029,68427,Very limited,62.3,62.3
26155,Shiawassee County,MI,Michigan,42.9515,-84.1464,531.126,67982,Very limited,98.8,98.8
26103,Marquette County,MI,Michigan,46.6566,-87.584,1809.071,67979,Very limited,90.7,90.7
06033,Lake County,CA,California,39.108,-122.7452,1255.102,67764,Very limited,91,91
47063,Hamblen County,TN,Tennessee,36.2184,-83.2661,161.188,67715,Very limited,62.6,62.6
21145,McCracken County,KY,Kentucky,37.0541,-88.7125,248.796,67550,,,
22045,Iberia Parish,LA,Louisiana,29.606,-91.8427,574.74,67540,Very limited,82.8,82.8
29187,St. Francois County,MO,Missouri,37.8107,-90.4739,451.886,67503,Very limited,84.4,84.4
37167,Stanly County,NC,North Carolina,35.3104,-80.2544,395.08,67326,Very limited,76,76
55017,Chippewa County,WI,Wisconsin,45.0691,-91.2835,1008.43,67323,Very limited,93.8,93.8
24001,Allegany County,MD,Maryland,39.6123,-78.7031,422.199,67097,Very limited,91.3,91.3
36053,Madison County,NY,New York,42.91,-75.6636,654.854,67072,Very limited,86.5,86.5
17199,Williamson County,IL,Illinois,37.7304,-88.93,420.216,67064,Very limited,86.2,86.2
27027,Clay County,MN,Minnesota,46.8984,-96.4949,1045.176,66848,Very limited,90.1,90.1
21199,Pulaski County,KY,Kentucky,37.1074,-84.577,658.106,66842,Very limited,71.3,71.3
23003,Aroostook County,ME,Maine,46.7092,-68.6124,6671.22,66776,,,
40101,Muskogee County,OK,Oklahoma,35.6176,-95.3839,810.643,66752,Very limited,90.9,90.9
28073,Lamar County,MS,Mississippi,31.1976,-89.5064,496.57,66734,Somewhat limited,52.8,45.8
48427,Starr County,TX,Texas,26.5309,-98.7402,1223.179,66587,Somewhat limited,50,48.6
55111,Sauk County,WI,Wisconsin,43.428,-89.9433,831.587,66486,Very limited,94.3,94.3
18053,Grant County,IN,Indiana,40.5158,-85.6549,414.089,66458,Very limited,96.2,96.2
18177,Wayne County,IN,Indiana,39.8631,-85.0067,401.755,66410,Very limited,97.2,97.2
18173,Warrick County,IN,Indiana,38.0977,-87.272,384.63,66339,Very limited,92.3,92.3
26067,Ionia County,MI,Michigan,42.9447,-85.0738,571.32,66250,Very limited,96,96
37193,Wilkes County,NC,North Carolina,36.2089,-81.1661,753.678,66186,Very limited,90.3,90.3
45043,Georgetown County,SC,South Carolina,33.4175,-79.2963,813.665,66035,Very limited,93.3,93.3
42037,Columbia County,PA,Pennsylvania,41.0455,-76.4043,483.259,66012,Very limited,95.1,95.1
49021,Iron County,UT,Utah,37.9093,-113.3067,3296.167,65936,,,
29113,Lincoln County,MO,Missouri,39.0623,-90.9629,626.566,65888,Very limited,93.4,93.4
34033,Salem County,NJ,New Jersey,39.5738,-75.3574,331.861,65874,Very limited,86.8,86.8
28067,Jones County,MS,Mississippi,31.6166,-89.1685,694.845,65837,Very limited,82.3,82.3
42025,Carbon County,PA,Pennsylvania,40.9184,-75.705,381.356,65743,Very limited,93.5,93.5
48347,Nacogdoches County,TX,Texas,31.6206,-94.6202,946.324,65728,Very limited,83.5,83.5
47035,Cumberland County,TN,Tennessee,35.9524,-84.9948,681.309,65618,Very limited,91.9,91.9
37161,Rutherford County,NC,North Carolina,35.4027,-81.9196,565.437,65587,Very limited,67.5,67.5
48467,Van Zandt County,TX,Texas,32.5588,-95.8369,842.573,65304,Very limited,81.4,81.4
36113,Warren County,NY,New York,43.5551,-73.8381,867.222,65288,Very limited,67.9,67.9
01127,Walker County,AL,Alabama,33.7916,-87.3011,791.061,65260,Very limited,92,92
33001,Belknap County,NH,New Hampshire,43.5191,-71.4254,401.912,65257,,,
48473,Waller County,TX,Texas,30.0136,-95.9821,513.344,65109,,,
26073,Isabella County,MI,Michigan,43.6452,-84.8394,572.7,65072,Very limited,97,97
39101,Marion County,OH,Ohio,40.588,-83.1688,403.807,64976,Very limited,96.5,96.5
05115,Pope County,AR,Arkansas,35.4566,-93.0268,810.952,64829,Very limited,89.4,89.4
04001,Apache County,AZ,Arizona,35.3851,-109.4902,11198.31,64800,,,
39013,Belmont County,OH,Ohio,40.0177,-80.9677,532.173,64692,Very limited,88.8,88.8
54033,Harrison County,WV,West Virginia,39.2792,-80.3858,416.01,64472,,,
06103,Tehama County,CA,California,40.1262,-122.2323,2949.137,64451,,,
41011,Coos County,OR,Oregon,43.1859,-124.0941,1596.051,64326,Very limited,96.6,96.6
49003,Box Elder County,UT,Utah,41.6226,-113.0603,5781.304,64120,,,
17001,Adams County,IL,Illinois,39.9861,-91.195,855.15,64109,Very limited,78.6,78.6
26015,Barry County,MI,Michigan,42.5828,-85.3145,553.104,64025,Very limited,95.1,95.1
39081,Jefferson County,OH,Ohio,40.3994,-80.7635,408.124,63900,Very limited,93.8,93.8
39083,Knox County,OH,Ohio,40.4036,-82.4224,525.499,63848,Very limited,99,99
32019,Lyon County,NV,Nevada,39.0222,-119.1974,2003.054,63718,,,
35005,Chaves County,NM,New Mexico,33.3616,-104.4698,6067.178,63697,,,
42005,Armstrong County,PA,Pennsylvania,40.8124,-79.4641,653.321,63679,Very limited,94,94
05069,Jefferson County,AR,Arkansas,34.2772,-91.9297,872.346,63672,,,
21125,Laurel County,KY,Kentucky,37.1133,-84.1194,433.704,63353,,,
39009,Athens County,OH,Ohio,39.3328,-82.0459,503.643,63218,Very limited,96.6,96.6
08045,Garfield County,CO,Colorado,39.5994,-107.9098,2947.425,63167,,,
37087,Haywood County,NC,North Carolina,35.5589,-82.9813,553.56,63048,,,
31079,Hall County,NE,Nebraska,40.866,-98.5027,546.529,62869,Very limited,87.6,87.6
45031,Darlington County,SC,South Carolina,34.3322,-79.9621,560.629,62425,Very limited,78.7,78.7
42103,Pike County,PA,Pennsylvania,41.3259,-75.0315,544.896,62376,Very limited,95.3,95.3
05033,Crawford County,AR,Arkansas,35.583,-94.2362,595.269,62258,Very limited,92,92
47167,Tipton County,TN,Tennessee,35.4988,-89.7471,455.611,62187,Very limited,60.9,60.9
39129,Pickaway County,OH,Ohio,39.6489,-83.0528,501.265,62158,Very limited,97.8,97.8
47105,Loudon County,TN,Tennessee,35.7351,-84.3141,229.272,62129,Very limited,59.3,59.3
53071,Walla Walla County,WA,Washington,46.2546,-118.4804,1270.033,62068,,,
40047,Garfield County,OK,Oklahoma,36.3781,-97.7887,1058.507,62007,Very limited,80.6,80.6
21209,Scott County,KY,Kentucky,38.2857,-84.5783,282.194,61700,Very limited,88.8,88.8
36051,Livingston County,NY,New York,42.729,-77.7785,631.653,61561,Very limited,91.8,91.8
37077,Granville County,NC,North Carolina,36.2999,-78.6576,531.991,61544,Very limited,53.8,53.8
29145,Newton County,MO,Missouri,36.9084,-94.335,624.753,61519,Very limited,96.5,96.5
01001,Autauga County,AL,Alabama,32.5322,-86.6464,594.455,61464,Very limited,68.8,68.8
35015,Eddy County,NM,New Mexico,32.4578,-104.3064,4176.348,61436,,,
20155,Reno County,KS,Kansas,37.9482,-98.0783,1255.307,61417,Very limited,92.3,92.3
47031,Coffee County,TN,Tennessee,35.4888,-86.0782,428.964,61285,Very limited,68.3,68.3
54037,Jefferson County,WV,West Virginia,39.3074,-77.8632,209.289,61264,Very limited,75,75
02122,Kenai Peninsula Borough,AK,Alaska,60.3667,-152.3223,16017.65,61259,,,
26149,St. Joseph County,MI,Michigan,41.9115,-85.5229,500.639,61171,Very limited,92.1,92.1
27111,Otter Tail County,MN,Minnesota,46.4057,-95.7146,1971.636,60884,Very limited,71.2,71.2
13129,Gordon County,GA,Georgia,34.5097,-84.8739,356.457,60765,Very limited,84.2,84.2
36077,Otsego County,NY,New York,42.6298,-75.0288,1001.738,60524,Very limited,93.7,93.7
37163,Sampson County,NC,North Carolina,34.9893,-78.3713,945.932,60404,Very limited,54.3,54.3
36021,Columbia County,NY,New York,42.2477,-73.6267,634.663,60299,Very limited,96.5,96.5
50021,Rutland County,VT,Vermont,43.6124,-73.0603,930.552,60198,Very limited,94.4,94.4
01009,Blount County,AL,Alabama,33.9774,-86.5664,644.905,60163,Very limited,85.2,85.2
23017,Oxford County,ME,Maine,44.4945,-70.7344,2076.958,60039,,,
50023,Washington County,VT,Vermont,44.275,-72.6094,687.06,59844,Very limited,93.4,93.4
28071,Lafayette County,MS,Mississippi,34.3531,-89.4854,631.697,59843,Very limited,92,92
36115,Washington County,NY,New York,43.3124,-73.4394,831.19,59839,Very limited,87.8,87.8
42015,Bradford County,PA,Pennsylvania,41.7915,-76.5021,1147.376,59699,,,
36043,Herkimer County,NY,New York,43.571,-74.8411,1410.587,59585,Very limited,91.9,91.9
48001,Anderson County,TX,Texas,31.8413,-95.6617,1062.617,59512,Very limited,77.4,77.4
51143,Pittsylvania County,VA,Virginia,36.8217,-79.3985,969.003,59410,Very limited,75.2,75.2
47073,Hawkins County,TN,Tennessee,36.4521,-82.9315,487.056,59371,,,
47089,Jefferson County,TN,Tennessee,36.0485,-83.4412,275.155,59217,Very limited,62,62
27025,Chisago County,MN,Minnesota,45.5054,-92.9038,414.903,59105,Very limited,90.8,90.8
13039,Camden County,GA,Georgia,30.9134,-81.642,630.273,59099,,,
28109,Pearl River County,MS,Mississippi,30.7748,-89.5869,811.508,59030,Very limited,80.5,80.5
39143,Sandusky County,OH,Ohio,41.3553,-83.1428,408.246,58866,Very limited,96,96
01113,Russell County,AL,Alabama,32.2898,-85.187,641.182,58837,Very limited,88.7,88.7
48323,Maverick County,TX,Texas,28.7298,-100.3167,1279.481,58829,Very limited,76.8,76.8
01033,Colbert County,AL,Alabama,34.7031,-87.8015,592.953,58785,Very limited,67.8,67.8
48199,Hardin County,TX,Texas,30.3296,-94.3932,890.578,58670,Very limited,98.9,98.9
40051,Grady County,OK,Oklahoma,35.0211,-97.8869,1100.54,58353,Very limited,68.7,68.7
39167,Washington County,OH,Ohio,39.4507,-81.4906,632.162,58332,Very limited,96.6,96.6
39077,Huron County,OH,Ohio,41.1451,-82.5946,492.244,58168,Very limited,99.4,99.4
32510,Carson City,NV,Nevada,39.1531,-119.7474,144.534,58148,,,
55021,Columbia County,WI,Wisconsin,43.4719,-89.3305,765.6,58113,Very limited,89.4,89.4
45021,Cherokee County,SC,South Carolina,35.0498,-81.6076,392.967,57770,Somewhat limited,49.5,49
50027,Windsor County,VT,Vermont,43.5724,-72.5988,969.144,57697,Very limited,95.1,95.1
22113,Vermilion Parish,LA,Louisiana,29.8066,-92.3214,1172.061,57641,Very limited,81.1,81.1
47043,Dickson County,TN,Tennessee,36.1455,-87.3642,489.899,57641,Very limited,68.6,68.6
36037,Genesee County,NY,New York,43.0009,-78.1928,492.976,57604,Very limited,85.7,85.7
54055,Mercer County,WV,West Virginia,37.4034,-81.1065,418.962,57524,,,
47019,Carter County,TN,Tennessee,36.2847,-82.1266,341.288,57434,Very limited,91.3,91.3
28087,Lowndes County,MS,Mississippi,33.4714,-88.4397,506.068,57210,Very limited,92.3,92.3
54079,Putnam County,WV,West Virginia,38.5105,-81.9061,345.679,57067,Very limited,93.7,93.7
23009,Hancock County,ME,Maine,44.5649,-68.3707,1587.182,56946,,,
08067,La Plata County,CO,Colorado,37.2874,-107.8397,1689.682,56823,,,
47107,McMinn County,TN,Tennessee,35.4245,-84.6199,430.117,56754,Very limited,71.6,71.6
29213,Taney County,MO,Missouri,36.6498,-93.0428,632.263,56744,Very limited,93.3,93.3
47145,Roane County,TN,Tennessee,35.8473,-84.5239,360.768,56742,Very limited,74.1,74.1
22001,Acadia Parish,LA,Louisiana,30.2915,-92.411,655.244,56604,Very limited,99,99
48349,Navarro County,TX,Texas,32.0433,-96.4764,1009.702,56533,Very limited,89.3,89.3
21113,Jessamine County,KY,Kentucky,37.8733,-84.584,172.113,56495,,,
01031,Coffee County,AL,Alabama,31.4023,-85.9896,679.066,56358,Very limited,51.2,51.2
19181,Warren County,IA,Iowa,41.3324,-93.5688,569.658,56343,Very limited,96.8,96.8
48071,Chambers County,TX,Texas,29.6964,-94.6694,597.232,56179,Very limited,91.4,91.4
51047,Culpeper County,VA,Virginia,38.4859,-77.9565,379.168,56125,Very limited,83.1,83.1
32023,Nye County,NV,Nevada,37.9659,-116.459,18181.914,55990,,,
29101,Johnson County,MO,Missouri,38.7415,-93.8119,829.262,55880,Very limited,99.3,99.3
39087,Lawrence County,OH,Ohio,38.6039,-82.5172,453.394,55829,Very limited,95.9,95.9
48053,Burnet County,TX,Texas,30.7896,-98.2012,994.845,55722,,,
54049,Marion County,WV,West Virginia,39.5058,-80.2434,308.785,55649,,,
51067,Franklin County,VA,Virginia,36.9912,-79.8827,690.611,55637,Very limited,62.3,62.3
48325,Medina County,TX,Texas,29.3537,-99.1111,1325.366,55619,Very limited,82.9,82.9
16065,Madison County,ID,Idaho,43.7886,-111.657,469.267,55549,,,
21195,Pike County,KY,Kentucky,37.486,-82.4109,786.222,55430,Very limited,97.1,97.1
48493,Wilson County,TX,Texas,29.1739,-98.0867,803.735,55415,Very limited,89.3,89.3
37093,Hoke County,NC,North Carolina,35.0172,-79.242,390.153,55382,Very limited,68.2,68.2
51031,Campbell County,VA,Virginia,37.2102,-79.0954,503.257,55342,,,
37107,Lenoir County,NC,North Carolina,35.2401,-77.6355,399.087,55332,Very limited,78.2,78.2
37189,Watauga County,NC,North Carolina,36.2354,-81.7099,312.44,54997,Very limited,95,95
39147,Seneca County,OH,Ohio,41.12,-83.1275,551.026,54730,Very limited,99.2,99.2
17195,Whiteside County,IL,Illinois,41.7507,-89.911,684.099,54657,Very limited,71,71
32007,Elko County,NV,Nevada,41.1411,-115.3514,17173.302,54363,,,
24047,Worcester County,MD,Maryland,38.2221,-75.3099,468.299,54337,Very limited,77.7,77.7
08037,Eagle County,CO,Colorado,39.627,-106.6952,1684.47,54330,,,
48373,Polk County,TX,Texas,30.7846,-94.8373,1057.053,54258,,,
47003,Bedford County,TN,Tennessee,35.5137,-86.4583,473.639,54228,Very limited,83.8,83.8
51191,Washington County,VA,Virginia,36.7478,-81.9503,561.193,54098,Very limited,74,74
04007,Gila County,AZ,Arizona,33.7896,-110.8119,4757.578,54073,,,
41009,Columbia County,OR,Oregon,45.9419,-123.0811,658.686,54063,Very limited,98.4,98.4
40147,Washington County,OK,Oklahoma,36.7044,-95.9063,415.524,54060,Very limited,95.5,95.5
29169,Pulaski County,MO,Missouri,37.8248,-92.207,547.113,53964,Very limited,89.7,89.7
16017,Bonner County,ID,Idaho,48.3246,-116.6274,1733.229,53955,,,
48265,Kerr County,TX,Texas,30.0536,-99.3747,1103.333,53900,Very limited,99.3,99.3
06109,Tuolumne County,CA,California,38.0214,-119.9647,2220.912,53893,,,
40083,Logan County,OK,Oklahoma,35.9143,-97.451,743.747,53860,Very limited,87.8,87.8
17063,Grundy County,IL,Illinois,41.2924,-88.4011,418.133,53835,Very limited,96.4,96.4
01071,Jackson County,AL,Alabama,34.7641,-85.9801,1078.014,53780,Very limited,75.3,75.3
24035,Queen Anne's County,MD,Maryland,39.047,-76.0858,371.669,53688,Very limited,89.8,89.8
55015,Calumet County,WI,Wisconsin,44.0784,-88.2121,318.25,53602,Very limited,75.9,75.9
20169,Saline County,KS,Kansas,38.7918,-97.6515,720.242,53459,Very limited,78.8,78.8
48401,Rusk County,TX,Texas,32.1094,-94.7564,924.199,53391,Very limited,83.3,83.3
17007,Boone County,IL,Illinois,42.319,-88.8243,280.749,53313,Very limited,74.3,74.3
48073,Cherokee County,TX,Texas,31.8439,-95.1563,1052.954,53223,Very limited,86.2,86.2
17077,Jackson County,IL,Illinois,37.7861,-89.3812,583.574,53199,Very limited,84.3,84.3
48013,Atascosa County,TX,Texas,28.8915,-98.5354,1219.542,52783,Very limited,96.3,96.3
26157,Tuscola County,MI,Michigan,43.4879,-83.4366,804.902,52757,Very limited,96.6,96.6
33003,Carroll County,NH,New Hampshire,43.8678,-71.2016,931.876,52580,,,
21073,Franklin County,KY,Kentucky,38.2349,-84.8688,207.912,52442,,,
48055,Caldwell County,TX,Texas,29.8324,-97.6281,544.543,52430,Very limited,95.2,95.2
39005,Ashland County,OH,Ohio,40.8433,-82.2701,422.986,52420,Very limited,98.5,98.5
55043,Grant County,WI,Wisconsin,42.87,-90.6942,1147.604,52330,Very limited,93.3,93.3
36035,Fulton County,NY,New York,43.1156,-74.4237,495.46,52073,Very limited,84.7,84.7
28105,Oktibbeha County,MS,Mississippi,33.4224,-88.8762,457.626,51965,Very limited,98.2,98.2
48259,Kendall County,TX,Texas,29.9435,-98.7093,662.454,51828,Very limited,99.8,99.8
26027,Cass County,MI,Michigan,41.9172,-86.0001,490.129,51550,Very limited,93.8,93.8
26123,Newaygo County,MI,Michigan,43.5627,-85.7914,838.887,51504,Very limited,97,97
39037,Darke County,OH,Ohio,40.1313,-84.6213,598.102,51462,Very limited,99.5,99.5
18029,Dearborn County,IN,Indiana,39.1409,-84.9759,305.087,51435,Very limited,97.9,97.9
47053,Gibson County,TN,Tennessee,35.9916,-88.9338,602.745,51422,Very limited,94.8,94.8
42127,Wayne County,PA,Pennsylvania,41.6466,-75.2925,725.769,51419,Very limited,95.9,95.9
17141,Ogle County,IL,Illinois,42.0419,-89.3202,758.654,51345,Very limited,57,57
23025,Somerset County,ME,Maine,45.5036,-69.9561,3924.289,51338,,,
48277,Lamar County,TX,Texas,33.6673,-95.5703,907.335,51249,,,
22099,St. Martin Parish,LA,Louisiana,30.1214,-91.6115,737.549,51218,Very limited,84.7,84.7
41041,Lincoln County,OR,Oregon,44.6411,-123.9112,980.989,51212,,,
55135,Waupaca County,WI,Wisconsin,44.478,-88.967,747.702,51171,Very limited,93.7,93.7
51660,Harrisonburg city,VA,Virginia,38.4363,-78.8733,17.336,51164,,,
31019,Buffalo County,NE,Nebraska,40.8553,-99.075,968.246,51156,Very limited,63,63
13029,Bryan County,GA,Georgia,32.018,-81.4385,437.564,51105,,,
50011,Franklin County,VT,Vermont,44.859,-72.9094,630.961,51066,Very limited,76.4,76.4
16011,Bingham County,ID,Idaho,43.2164,-112.3992,2093.732,50889,,,
37061,Duplin County,NC,North Carolina,34.9344,-77.9335,814.72,50539,Very limited,69.6,69.6
04023,Santa Cruz County,AZ,Arizona,31.5257,-110.8452,1236.26,50508,,,
22089,St. Charles Parish,LA,Louisiana,29.9057,-90.3579,277.742,50400,Very limited,60.2,60.2
40013,Bryan County,OK,Oklahoma,33.964,-96.2651,904.348,50305,Very limited,73.9,73.9
13175,Laurens County,GA,Georgia,32.3932,-82.9263,807.336,50287,,,
44001,Bristol County,RI,Rhode Island,41.7068,-71.2867,24.132,50145,,,
21211,Shelby County,KY,Kentucky,38.239,-85.2282,379.795,50124,Very limited,98.2,98.2
08043,Fremont County,CO,Colorado,38.4552,-105.425,1533.835,50093,,,
01045,Dale County,AL,Alabama,31.4307,-85.6095,561.113,50067,Very limited,69.3,69.3
37047,Columbus County,NC,North Carolina,34.2616,-78.6393,938.197,50054,Very limited,84.5,84.5
12063,Jackson County,FL,Florida,30.7892,-85.2088,918.315,49980,Very limited,67.2,67.2
27169,Winona County,MN,Minnesota,43.9814,-91.777,626.191,49973,Very limited,88,88
40079,Le Flore County,OK,Oklahoma,34.8974,-94.6951,1589.429,49854,Very limited,93.7,93.7
13137,Habersham County,GA,Georgia,34.6344,-83.5259,276.867,49665,Very limited,66.9,66.9
36057,Montgomery County,NY,New York,42.9009,-74.4354,403.111,49648,Very limited,86.6,86.6
32005,Douglas County,NV,Nevada,38.9051,-119.609,710.537,49564,,,
42121,Venango County,PA,Pennsylvania,41.4007,-79.7658,674.265,49476,Very limited,98,98
51089,Henry County,VA,Virginia,36.6206,-79.9807,382.351,49385,Very limited,66.5,66.5
47123,Monroe County,TN,Tennessee,35.4478,-84.2497,635.774,49154,Very limited,82.9,82.9
40019,Carter County,OK,Oklahoma,34.2518,-97.2879,822.301,49135,Very limited,63.9,63.9
37065,Edgecombe County,NC,North Carolina,35.9171,-77.6027,505.436,49124,Very limited,72,72
18065,Henry County,IN,Indiana,39.9296,-85.3974,391.877,49081,Very limited,98.7,98.7
53065,Stevens County,WA,Washington,48.3887,-117.8545,2477.103,49015,Very limited,94.5,94.5
48499,Wood County,TX,Texas,32.7836,-95.3822,645.245,48742,Very limited,74.7,74.7
40021,Cherokee County,OK,Oklahoma,35.9044,-94.9968,749.127,48729,Very limited,83.1,83.1
17095,Knox County,IL,Illinois,40.9309,-90.2138,716.355,48716,Very limited,51.8,51.8
21179,Nelson County,KY,Kentucky,37.8031,-85.4659,418.686,48706,Very limited,87.9,87.9
40087,McClain County,OK,Oklahoma,35.0164,-97.4498,570.72,48434,Very limited,69.5,69.5
53075,Whitman County,WA,Washington,46.9059,-117.5354,2159.262,48399,Very limited,84.3,84.3
22061,Lincoln Parish,LA,Louisiana,32.6018,-92.6623,471.636,48243,Very limited,89.5,89.5
30081,Ravalli County,MT,Montana,46.0777,-114.1058,2390.967,48187,,,
17073,Henry County,IL,Illinois,41.35,-90.1308,823.186,48177,Very limited,60.4,60.4
53037,Kittitas County,WA,Washington,47.1244,-120.6767,2297.291,48172,,,
48465,Val Verde County,TX,Texas,29.8753,-101.1433,3144.75,47999,Very limited,91.7,91.7
27049,Goodhue County,MN,Minnesota,44.4062,-92.716,756.742,47982,Very limited,72.1,72.1
39149,Shelby County,OH,Ohio,40.3367,-84.2041,407.691,47952,Very limited,97.6,97.6
56005,Campbell County,WY,Wyoming,44.1897,-105.5261,4802.065,47946,,,
18113,Noble County,IN,Indiana,41.4047,-85.4173,410.843,47811,Very limited,88.5,88.5
21019,Boyd County,KY,Kentucky,38.36,-82.6814,159.866,47777,,,
12075,Levy County,FL,Florida,29.2719,-82.8312,1118.259,47765,Very limited,91.4,91.4
42009,Bedford County,PA,Pennsylvania,39.9986,-78.4947,1011.99,47643,Very limited,91.5,91.5
36107,Tioga County,NY,New York,42.1781,-76.2975,518.767,47574,Very limited,98.5,98.5
12121,Suwannee County,FL,Florida,30.1892,-82.9928,688.586,47536,Very limited,56,56
18071,Jackson County,IN,Indiana,38.912,-86.0425,509.978,47420,Very limited,95.2,95.2
36003,Allegany County,NY,New York,42.2479,-78.0262,1029.507,47299,Very limited,99.2,99.2
01021,Chilton County,AL,Alabama,32.8541,-86.7266,692.838,47262,Very limited,80.9,80.9
35009,Curry County,NM,New Mexico,34.573,-103.3461,1405.524,47156,,,
36033,Franklin County,NY,New York,44.5944,-74.3107,1629.3,47086,Very limited,94.2,94.2
37083,Halifax County,NC,North Carolina,36.2514,-77.6448,723.738,46992,Very limited,72.9,72.9
13071,Colquitt County,GA,Georgia,31.1897,-83.7699,547.067,46977,,,
05055,Greene County,AR,Arkansas,36.1206,-90.5663,577.347,46928,Very limited,95.7,95.7
36039,Greene County,NY,New York,42.287,-74.1495,647.161,46903,Very limited,96.1,96.1
42099,Perry County,PA,Pennsylvania,40.3978,-77.2663,551.45,46816,Very limited,96.1,96.1
55005,Barron County,WI,Wisconsin,45.4372,-91.8529,863.083,46810,Very limited,95.7,95.7
22101,St. Mary Parish,LA,Louisiana,29.6293,-91.4638,558.528,46799,Very limited,82.8,82.8
27007,Beltrami County,MN,Minnesota,47.8795,-95.005,2504.643,46762,Very limited,76.1,76.1
05035,Crittenden County,AR,Arkansas,35.1976,-90.3051,611.812,46633,Very limited,92.8,92.8
06009,Calaveras County,CA,California,38.1911,-120.5541,1020.016,46505,,,
40113,Osage County,OK,Oklahoma,36.6243,-96.4081,2246.685,46495,Very limited,85,85
28045,Hancock County,MS,Mississippi,30.3916,-89.4828,473.966,46492,Very limited,93.8,93.8
47099,Lawrence County,TN,Tennessee,35.2205,-87.3965,617.13,46467,Very limited,64.8,64.8
18099,Marshall County,IN,Indiana,41.325,-86.269,443.618,46464,Very limited,81,81
17029,Coles County,IL,Illinois,39.5137,-88.2208,508.272,46423,Very limited,97,97
55081,Monroe County,WI,Wisconsin,43.9452,-90.62,900.904,46370,Very limited,95.3,95.3
26023,Branch County,MI,Michigan,41.9185,-85.0669,506.411,46187,Very limited,93.6,93.6
55033,Dunn County,WI,Wisconsin,44.9478,-91.8976,850.16,46135,Very limited,94.7,94.7
12051,Hendry County,FL,Florida,26.54,-81.1521,1155.954,46130,Very limited,97.4,97.4
39091,Logan County,OH,Ohio,40.3876,-83.7663,458.508,46085,Very limited,97.9,97.9
13275,Thomas County,GA,Georgia,30.8646,-83.9198,544.637,46054,,,
19045,Clinton County,IA,Iowa,41.8981,-90.5342,694.959,46015,Very limited,95.7,95.7
36023,Cortland County,NY,New York,42.594,-76.0762,498.774,45945,Very limited,98,98
42087,Mifflin County,PA,Pennsylvania,40.6016,-77.6518,411.037,45935,,,
39011,Auglaize County,OH,Ohio,40.5613,-84.224,401.388,45922,Very limited,96.4,96.4
37169,Stokes County,NC,North Carolina,36.3938,-80.2699,449.323,45857,Very limited,86.8,86.8
55095,Polk County,WI,Wisconsin,45.462,-92.4471,914.319,45831,Very limited,92.9,92.9
22115,Vernon Parish,LA,Louisiana,31.1028,-93.1883,1326.728,45819,Very limited,84.3,84.3
53017,Douglas County,WA,Washington,47.7418,-119.6946,1819.244,45795,Very limited,78.7,78.7
36017,Chenango County,NY,New York,42.478,-75.6022,893.443,45776,Very limited,98.3,98.3
29161,Phelps County,MO,Missouri,37.8663,-91.7904,671.787,45672,Very limited,94.2,94.2
18145,Shelby County,IN,Indiana,39.5241,-85.7922,411.136,45654,Very limited,98.6,98.6
50025,Windham County,VT,Vermont,42.9953,-72.7219,785.959,45627,Very limited,86,86
21009,Barren County,KY,Kentucky,36.9628,-85.9321,487.365,45609,,,
26059,Hillsdale County,MI,Michigan,41.9275,-84.6375,598.167,45590,Very limited,82.2,82.2
39097,Madison County,OH,Ohio,39.8966,-83.4009,466.688,45531,Very limited,99.5,99.5
27061,Itasca County,MN,Minnesota,47.4908,-93.6111,2667.474,45442,Very limited,80.4,80.4
51171,Shenandoah County,VA,Virginia,38.8562,-78.574,508.08,45441,Very limited,90.9,90.9
37059,Davie County,NC,North Carolina,35.9294,-80.5426,263.699,45383,Very limited,54.2,54.2
37099,Jackson County,NC,North Carolina,35.2855,-83.124,491.137,45281,Very limited,95.4,95.4
37111,McDowell County,NC,North Carolina,35.6823,-82.048,439.954,45269,Very limited,95.4,95.4
21107,Hopkins County,KY,Kentucky,37.3111,-87.5422,542.325,45218,Very limited,95.3,95.3
18093,Lawrence County,IN,Indiana,38.8398,-86.4878,449.146,45192,Very limited,84,84
47051,Franklin County,TN,Tennessee,35.1559,-86.0992,554.5,45137,Very limited,54.5,54.5
29027,Callaway County,MO,Missouri,38.8355,-91.9234,834.565,45126,Very limited,98.1,98.1
22117,Washington Parish,LA,Louisiana,30.8521,-90.0463,669.637,45090,Very limited,77.9,77.9
53047,Okanogan County,WA,Washington,48.5485,-119.7422,5266.193,44942,,,
08085,Montrose County,CO,Colorado,38.4075,-108.2663,2240.946,44806,,,
22087,St. Bernard Parish,LA,Louisiana,29.9181,-89.2635,377.528,44783,Not rated,57.8,42.2
51540,Charlottesville city,VA,Virginia,38.0377,-78.4854,10.245,44767,Somewhat limited,74.5,18.4
13219,Oconee County,GA,Georgia,33.8341,-83.4377,184.361,44751,,,
27067,Kandiyohi County,MN,Minnesota,45.1527,-95.005,797.352,44674,Very limited,86.1,86.1
39075,Holmes County,OH,Ohio,40.5656,-81.93,422.614,44668,Very limited,98.3,98.3
13233,Polk County,GA,Georgia,33.996,-85.1883,310.34,44610,,,
37013,Beaufort County,NC,North Carolina,35.4823,-76.842,832.711,44576,Very limited,84.1,84.1
48143,Erath County,TX,Texas,32.2362,-98.2183,1083.179,44496,Very limited,81.7,81.7
