fips,county,state,state_name,lat,lon,land_sq_mi,population,septic_dominant_class,septic_dominant_share_pct,septic_very_limited_pct
06037,Los Angeles County,CA,California,34.1964,-118.2619,4060.29,9757179,,,
17031,Cook County,IL,Illinois,41.8943,-87.6455,944.93,5182617,Very limited,65.4,65.4
48201,Harris County,TX,Texas,29.8573,-95.393,1707.103,5009302,Very limited,87.2,87.2
04013,Maricopa County,AZ,Arizona,33.3452,-112.4989,9202.021,4673096,,,
06073,San Diego County,CA,California,33.0236,-116.7761,4210.884,3298799,,,
06059,Orange County,CA,California,33.6757,-117.7772,793.249,3170435,,,
12086,Miami-Dade County,FL,Florida,25.616,-80.5037,1899.988,2838461,,,
48113,Dallas County,TX,Texas,32.767,-96.7784,873.188,2656028,Very limited,90.1,90.1
36047,Kings County,NY,New York,40.635,-73.9506,69.377,2617631,Very limited,74.4,74.4
06065,Riverside County,CA,California,33.7298,-116.0022,7209.021,2529933,,,
32003,Clark County,NV,Nevada,36.2141,-115.0144,7891.661,2398871,,,
53033,King County,WA,Washington,47.4906,-121.834,2115.75,2340211,,,
36081,Queens County,NY,New York,40.6547,-73.8412,108.724,2316841,Very limited,75.4,75.4
48439,Tarrant County,TX,Texas,32.7721,-97.2912,865.4,2230708,Very limited,75.8,75.8
06071,San Bernardino County,CA,California,34.8567,-116.1816,20068.42,2214281,,,
48029,Bexar County,TX,Texas,29.4487,-98.5201,1240.419,2127737,Very limited,93,93
12011,Broward County,FL,Florida,26.1935,-80.4767,1202.982,2037472,,,
06085,Santa Clara County,CA,California,37.2216,-121.6895,1291.084,1926325,,,
26163,Wayne County,MI,Michigan,42.2847,-83.262,611.843,1771063,Very limited,69.5,69.5
25017,Middlesex County,MA,Massachusetts,42.4817,-71.3949,817.905,1668956,Very limited,76,76
36061,New York County,NY,New York,40.7766,-73.9702,22.658,1660664,Very limited,59.6,59.6
06001,Alameda County,CA,California,37.6471,-121.9125,737.459,1649060,,,
06067,Sacramento County,CA,California,38.4501,-121.3443,965.38,1611231,Very limited,84.3,84.3
12099,Palm Beach County,FL,Florida,26.6491,-80.4484,1964.32,1582055,,,
12057,Hillsborough County,FL,Florida,27.8932,-82.38,1022.539,1581426,Very limited,89.3,89.3
42101,Philadelphia County,PA,Pennsylvania,40.0094,-75.1333,134.325,1573916,Not rated,61.1,13.1
36103,Suffolk County,NY,New York,40.9436,-72.6922,910.94,1535909,Very limited,64.1,64.1
12095,Orange County,FL,Florida,28.5144,-81.3233,903.053,1533646,Very limited,82.2,82.2
36059,Nassau County,NY,New York,40.7296,-73.5894,284.544,1392438,Not rated,53.9,43
36005,Bronx County,NY,New York,40.8487,-73.8529,42.201,1384724,Very limited,64,64
48453,Travis County,TX,Texas,30.2395,-97.6913,994.329,1363767,Very limited,91.4,91.4
39049,Franklin County,OH,Ohio,39.9699,-83.0091,532.417,1356303,Very limited,83.2,83.2
26125,Oakland County,MI,Michigan,42.6605,-83.3842,867.426,1296888,Very limited,73.5,73.5
27053,Hennepin County,MN,Minnesota,45.0061,-93.4752,554.02,1273334,Very limited,65.3,65.3
48085,Collin County,TX,Texas,33.1945,-96.5794,841.513,1254658,Very limited,93.9,93.9
39035,Cuyahoga County,OH,Ohio,41.555,-81.605,457.232,1240594,Very limited,62.5,62.5
37183,Wake County,NC,North Carolina,35.7898,-78.6506,834.778,1232444,Very limited,50.5,50.5
42003,Allegheny County,PA,Pennsylvania,40.4698,-79.9805,729.952,1231814,Very limited,76.9,76.9
49035,Salt Lake County,UT,Utah,40.6679,-111.9242,752.852,1216274,,,
37119,Mecklenburg County,NC,North Carolina,35.2469,-80.8338,523.602,1206285,Very limited,43.7,43.7
06013,Contra Costa County,CA,California,37.9195,-121.9515,716.901,1172607,Very limited,84.4,84.4
51059,Fairfax County,VA,Virginia,38.8295,-77.2733,391.021,1160925,Very limited,66.7,66.7
13121,Fulton County,GA,Georgia,33.79,-84.4682,526.859,1090354,Somewhat limited,35.8,29.4
24031,Montgomery County,MD,Maryland,39.1374,-77.2031,493.142,1082273,Very limited,81.7,81.7
04019,Pima County,AZ,Arizona,32.128,-111.7837,9188.692,1080149,,,
12031,Duval County,FL,Florida,30.3352,-81.6481,762.687,1055159,Very limited,79.7,79.7
48121,Denton County,TX,Texas,33.2051,-97.1211,878.762,1045120,Very limited,82.6,82.6
06019,Fresno County,CA,California,36.761,-119.655,5958.582,1024125,,,
36119,Westchester County,NY,New York,41.1527,-73.7458,430.817,1006447,Very limited,58.7,58.7
13135,Gwinnett County,GA,Georgia,33.9588,-84.0257,431.135,1003869,Somewhat limited,53.4,44.6
15003,Honolulu County,HI,Hawaii,21.4614,-158.202,600.791,998747,,,
29189,St. Louis County,MO,Missouri,38.6404,-90.4455,508.525,992929,Very limited,56.9,56.9
09110,Capitol Planning Region,CT,Connecticut,41.817,-72.5759,1027.354,991508,,,
18097,Marion County,IN,Indiana,39.783,-86.1358,395.996,981628,Very limited,62.9,62.9
34003,Bergen County,NJ,New Jersey,40.9597,-74.0747,232.797,978641,Very limited,63.3,63.3
24033,Prince George's County,MD,Maryland,38.8293,-76.8482,482.601,966629,Very limited,75.1,75.1
12103,Pinellas County,FL,Florida,27.9053,-82.7981,273.793,965870,Not rated,58.5,41.5
48157,Fort Bend County,TX,Texas,29.5266,-95.771,862.089,958434,Very limited,94.4,94.4
36029,Erie County,NY,New York,42.7528,-78.7782,1042.763,950602,Very limited,89.2,89.2
53053,Pierce County,WA,Washington,47.0514,-122.1532,1668.025,941170,,,
17043,DuPage County,IL,Illinois,41.8521,-88.086,327.892,937142,Very limited,97.2,97.2
55079,Milwaukee County,WI,Wisconsin,42.9126,-87.8623,241.457,924740,Very limited,61.4,61.4
06029,Kern County,CA,California,35.3466,-118.7295,8134.673,922529,,,
48215,Hidalgo County,TX,Texas,26.3964,-98.181,1571.217,914820,Somewhat limited,62.4,31
47157,Shelby County,TN,Tennessee,35.1846,-89.8946,752.775,910530,Very limited,77.8,77.8
34023,Middlesex County,NJ,New Jersey,40.4396,-74.4074,309.313,890119,Very limited,81.8,81.8
26099,Macomb County,MI,Michigan,42.6716,-82.9115,479.355,886175,Very limited,93.9,93.9
34013,Essex County,NJ,New Jersey,40.7874,-74.2463,126.082,881527,Very limited,82.9,82.9
25027,Worcester County,MA,Massachusetts,42.3117,-71.9403,1510.67,881248,,,
42091,Montgomery County,PA,Pennsylvania,40.21,-75.3702,482.937,879190,Very limited,70.8,70.8
48141,El Paso County,TX,Texas,31.7665,-106.2415,1013.525,875784,,,
53061,Snohomish County,WA,Washington,48.0549,-121.765,2086.518,864113,,,
12071,Lee County,FL,Florida,26.5633,-81.9842,781.182,860959,Very limited,55.5,55.5
12105,Polk County,FL,Florida,27.9549,-81.6943,1798.466,852878,Very limited,85.9,85.9
24005,Baltimore County,MD,Maryland,39.4432,-76.6166,598.359,852425,Very limited,64.9,64.9
39061,Hamilton County,OH,Ohio,39.1969,-84.5442,405.454,837359,Not rated,47.7,41.6
06111,Ventura County,CA,California,34.3587,-119.1331,1840.78,835427,,,
06075,San Francisco County,CA,California,37.7272,-123.0322,46.685,827526,,,
25009,Essex County,MA,Massachusetts,42.6427,-70.8649,492.514,823938,,,
40109,Oklahoma County,OK,Oklahoma,35.5546,-97.4094,708.9,816490,Very limited,76.8,76.8
06077,San Joaquin County,CA,California,37.935,-121.2722,1392.301,816108,Very limited,88.5,88.5
41051,Multnomah County,OR,Oregon,45.5477,-122.4174,431.012,795897,Very limited,74,74
21111,Jefferson County,KY,Kentucky,38.1895,-85.6576,380.84,793881,Not rated,49.5,44
25025,Suffolk County,MA,Massachusetts,42.3386,-71.0183,58.257,793144,,,
13067,Cobb County,GA,Georgia,33.9399,-84.5741,339.701,787538,Somewhat limited,61.4,32.3
13089,DeKalb County,GA,Georgia,33.7707,-84.2263,267.665,770307,Somewhat limited,38.5,34.3
08041,El Paso County,CO,Colorado,38.8311,-104.5277,2126.424,752772,,,
36055,Monroe County,NY,New York,43.2503,-77.7005,656.967,752202,Very limited,79.4,79.4
48339,Montgomery County,TX,Texas,30.2988,-95.5029,1042.178,749613,Very limited,91.4,91.4
49049,Utah County,UT,Utah,40.1204,-111.6686,2004.46,747234,,,
06081,San Mateo County,CA,California,37.4147,-122.3715,448.603,742893,,,
25021,Norfolk County,MA,Massachusetts,42.1717,-71.1811,396.103,740754,,,
34017,Hudson County,NJ,New Jersey,40.7314,-74.0786,46.193,736185,Very limited,65.9,65.9
47037,Davidson County,TN,Tennessee,36.1691,-86.7848,503.521,729505,Very limited,70.7,70.7
08031,Denver County,CO,Colorado,39.7619,-104.8811,153.074,729019,Not rated,59.3,34.1
48491,Williamson County,TX,Texas,30.6491,-97.6051,1115.869,727480,Very limited,95.7,95.7
29095,Jackson County,MO,Missouri,39.0054,-94.3432,604.52,727362,Very limited,76.3,76.3
17097,Lake County,IL,Illinois,42.186,-87.8059,443.68,718604,Very limited,92.6,92.6
17197,Will County,IL,Illinois,41.4485,-87.9785,835.908,708583,Very limited,96.6,96.6
11001,District of Columbia,DC,District of Columbia,38.9042,-77.0165,61.127,702250,Not rated,58.7,40
40143,Tulsa County,OK,Oklahoma,36.1203,-95.9418,570.242,693514,Very limited,83.7,83.7
44007,Providence County,RI,Rhode Island,41.8698,-71.5786,409.484,675912,,,
26081,Kent County,MI,Michigan,43.0325,-85.5474,849.545,673002,Very limited,89.4,89.4
35001,Bernalillo County,NM,New Mexico,35.0536,-106.6691,1161.245,671747,,,
08005,Arapahoe County,CO,Colorado,39.6446,-104.3317,797.887,666918,Very limited,58.5,58.5
34029,Ocean County,NJ,New Jersey,39.8657,-74.2589,628.291,666434,Very limited,79.2,79.2
01073,Jefferson County,AL,Alabama,33.5534,-86.8965,1111.567,664744,Very limited,50.6,50.6
12101,Pasco County,FL,Florida,28.3047,-82.5024,746.608,659114,Very limited,90.4,90.4
12009,Brevard County,FL,Florida,28.2983,-80.7003,1014.973,658447,Very limited,74.2,74.2
42017,Bucks County,PA,Pennsylvania,40.3369,-75.1071,604.436,650131,Very limited,75.3,75.3
34025,Monmouth County,NJ,New Jersey,40.287,-74.1524,468.204,647520,Very limited,87.4,87.4
09190,Western Connecticut Planning Region,CT,Connecticut,41.2791,-73.4466,532.148,637013,,,
20091,Johnson County,KS,Kansas,38.8839,-94.8223,473.629,632276,Very limited,93.4,93.4
41067,Washington County,OR,Oregon,45.5535,-123.0976,724.272,611272,Very limited,96.7,96.7
12127,Volusia County,FL,Florida,29.0578,-81.1618,1101.222,602772,Very limited,81.6,81.6
24003,Anne Arundel County,MD,Maryland,38.9916,-76.5609,414.808,602350,Very limited,83.8,83.8
31055,Douglas County,NE,Nebraska,41.2971,-96.1541,326.54,601158,Very limited,50.3,50.3
34039,Union County,NJ,New Jersey,40.6599,-74.3087,102.767,594160,Very limited,59.3,59.3
25005,Bristol County,MA,Massachusetts,41.7486,-71.0889,553.118,588593,,,
55025,Dane County,WI,Wisconsin,43.0675,-89.4179,1196.496,588347,Very limited,88.2,88.2
10003,New Castle County,DE,Delaware,39.5759,-75.6441,426.338,588093,Very limited,63.7,63.7
42045,Delaware County,PA,Pennsylvania,39.9167,-75.3988,183.808,584882,Very limited,71.8,71.8
08059,Jefferson County,CO,Colorado,39.5795,-105.2455,764.424,578533,,,
09170,South Central Connecticut Planning Region,CT,Connecticut,41.2902,-72.837,367.252,576718,,,
45045,Greenville County,SC,South Carolina,34.8926,-82.3721,785.944,570745,Very limited,50.2,50.2
24510,Baltimore city,MD,Maryland,39.3,-76.6105,80.946,568271,Not limited,40.5,39.7
42071,Lancaster County,PA,Pennsylvania,40.042,-76.2502,943.924,563293,Very limited,51.1,51.1
42029,Chester County,PA,Pennsylvania,39.974,-75.7498,750.553,560745,Very limited,75.7,75.7
37081,Guilford County,NC,North Carolina,36.0791,-79.7887,645.993,558816,Very limited,62.5,62.5
06099,Stanislaus County,CA,California,37.5623,-121.0028,1496.15,556972,,,
53063,Spokane County,WA,Washington,47.6204,-117.4034,1764.224,555947,Very limited,89.8,89.8
08001,Adams County,CO,Colorado,39.8743,-104.3319,1166.8,542973,Somewhat limited,47.8,41.8
25023,Plymouth County,MA,Massachusetts,41.9872,-70.7419,658.521,542090,Very limited,84,84
27123,Ramsey County,MN,Minnesota,45.0152,-93.1,152.259,542015,Not rated,51.6,42.8
39153,Summit County,OH,Ohio,41.1218,-81.5349,412.686,538370,Very limited,86.2,86.2
39113,Montgomery County,OH,Ohio,39.7537,-84.2906,461.352,537443,Very limited,88.3,88.3
20173,Sedgwick County,KS,Kansas,37.681,-97.4611,997.001,536081,Very limited,82.9,82.9
16001,Ada County,ID,Idaho,43.4515,-116.2444,1052.252,535799,Very limited,87.6,87.6
34007,Camden County,NJ,New Jersey,39.8024,-74.9612,221.365,533988,Very limited,80.7,80.7
53011,Clark County,WA,Washington,45.7717,-122.486,628.509,527269,Very limited,84.3,84.3
34031,Passaic County,NJ,New Jersey,41.0367,-74.2994,186.132,526597,Very limited,82.2,82.2
34027,Morris County,NJ,New Jersey,40.8589,-74.5473,461.027,523053,Very limited,81.6,81.6
17089,Kane County,IL,Illinois,41.9396,-88.428,519.361,520997,Very limited,97.9,97.9
19153,Polk County,IA,Iowa,41.6848,-93.569,572.72,516185,Very limited,63.6,63.6
04021,Pinal County,AZ,Arizona,32.9185,-111.3663,5366.684,513862,,,
32031,Washoe County,NV,Nevada,40.7313,-119.6633,6315.884,507280,,,
47093,Knox County,TN,Tennessee,35.9927,-83.9377,508.325,506748,Very limited,64,64
18089,Lake County,IN,Indiana,41.4722,-87.3743,498.884,502955,Very limited,84.2,84.2
36085,Richmond County,NY,New York,40.5613,-74.1399,57.523,498212,Very limited,76,76
51153,Prince William County,VA,Virginia,38.7011,-77.4796,335.264,497003,Very limited,74.5,74.5
12117,Seminole County,FL,Florida,28.6901,-81.132,309.391,494605,Very limited,74.3,74.3
06097,Sonoma County,CA,California,38.5252,-122.9261,1575.337,485375,Very limited,95.4,95.4
06107,Tulare County,CA,California,36.2288,-118.7811,4823.9,483546,,,
12115,Sarasota County,FL,Florida,27.2235,-82.4248,556.05,476604,Very limited,77.6,77.6
34005,Burlington County,NJ,New Jersey,39.8758,-74.663,799.292,475515,Very limited,96.4,96.4
42133,York County,PA,Pennsylvania,39.9218,-76.7289,904.352,471240,Very limited,78.3,78.3
36067,Onondaga County,NY,New York,43.0065,-76.1961,778.393,469812,Very limited,74.2,74.2
12097,Osceola County,FL,Florida,28.059,-81.1393,1327.455,468058,Very limited,88,88
25013,Hampden County,MA,Massachusetts,42.1362,-72.6356,617.006,464151,,,
09140,Naugatuck Valley Planning Region,CT,Connecticut,41.5189,-73.0879,412.784,462220,,,
12081,Manatee County,FL,Florida,27.4756,-82.3931,742.768,458352,Very limited,90.9,90.9
06095,Solano County,CA,California,38.2672,-121.9396,821.738,455101,Very limited,86.4,86.4
51810,Virginia Beach city,VA,Virginia,36.7795,-76.0291,244.72,454808,Very limited,69,69
27037,Dakota County,MN,Minnesota,44.6709,-93.0625,562.558,453156,Very limited,78.2,78.2
22033,East Baton Rouge Parish,LA,Louisiana,30.5439,-91.0931,455.493,453022,Very limited,85.8,85.8
06083,Santa Barbara County,CA,California,34.5367,-120.0384,2733.941,444500,,,
12069,Lake County,FL,Florida,28.7641,-81.7123,954.01,444204,,,
51107,Loudoun County,VA,Virginia,39.0812,-77.6389,515.746,443380,Very limited,88.2,88.2
42011,Berks County,PA,Pennsylvania,40.414,-75.9269,856.404,439117,Very limited,77.1,77.1
06053,Monterey County,CA,California,36.2401,-121.3156,3281.718,436251,Very limited,91.7,91.7
06061,Placer County,CA,California,39.062,-120.7227,1407.401,433822,,,
48061,Cameron County,TX,Texas,26.1029,-97.479,891.721,431874,Very limited,57.5,57.5
45019,Charleston County,SC,South Carolina,32.8005,-79.9425,918.147,431001,,,
45079,Richland County,SC,South Carolina,34.0291,-80.898,757.309,430651,Very limited,68.9,68.9
33011,Hillsborough County,NH,New Hampshire,42.9115,-71.7231,876.53,430462,,,
12083,Marion County,FL,Florida,29.2028,-82.0431,1588.443,428905,,,
22051,Jefferson Parish,LA,Louisiana,29.5033,-90.0362,300.864,427253,Not rated,58.5,41.5
39095,Lucas County,OH,Ohio,41.6823,-83.4689,339.668,426291,Very limited,81.8,81.8
41005,Clackamas County,OR,Oregon,45.1605,-122.1951,1870.712,425857,,,
29183,St. Charles County,MO,Missouri,38.7811,-90.6749,560.313,423726,Very limited,83.5,83.5
01089,Madison County,AL,Alabama,34.7642,-86.5511,801.619,423355,Very limited,60.7,60.7
55133,Waukesha County,WI,Wisconsin,43.0184,-88.3042,549.727,417029,Very limited,89.2,89.2
12021,Collier County,FL,Florida,26.1188,-81.401,1997.014,416233,,,
45051,Horry County,SC,South Carolina,33.9093,-78.9767,1133.151,413391,Very limited,97.8,97.8
48039,Brazoria County,TX,Texas,29.1678,-95.4346,1363.318,413224,Very limited,85.2,85.2
01097,Mobile County,AL,Alabama,30.6846,-88.1966,1229.382,412339,Very limited,69.9,69.9
36071,Orange County,NY,New York,41.4024,-74.3063,812.079,411767,Very limited,93.8,93.8
26049,Genesee County,MI,Michigan,43.0211,-83.7064,636.946,402279,Very limited,90.6,90.6
05119,Pulaski County,AR,Arkansas,34.7703,-92.313,758.37,401209,Very limited,70.4,70.4
48027,Bell County,TX,Texas,31.037,-97.4796,1053.836,399578,Very limited,88.2,88.2
39017,Butler County,OH,Ohio,39.4397,-84.5657,466.531,399542,Very limited,83.8,83.8
18003,Allen County,IN,Indiana,41.0919,-85.0718,657.146,399295,Very limited,89.6,89.6
37067,Forsyth County,NC,North Carolina,36.1325,-80.257,408.046,398143,Very limited,53.6,53.6
08035,Douglas County,CO,Colorado,39.3254,-104.926,840.888,393995,,,
34021,Mercer County,NJ,New Jersey,40.2825,-74.7037,224.482,392138,Very limited,81.7,81.7
12111,St. Lucie County,FL,Florida,27.3798,-80.4435,571.874,390670,Very limited,88.8,88.8
51041,Chesterfield County,VA,Virginia,37.3784,-77.5858,423.51,389793,Very limited,81.7,81.7
47065,Hamilton County,TN,Tennessee,35.1592,-85.2023,542.165,386256,Very limited,74.4,74.4
42077,Lehigh County,PA,Pennsylvania,40.6142,-75.5906,345.336,385655,Very limited,79.4,79.4
41039,Lane County,OR,Oregon,43.9283,-122.8976,4554.092,382396,,,
18057,Hamilton County,IN,Indiana,40.0535,-86.0217,394.39,379704,Very limited,86.3,86.3
49011,Davis County,UT,Utah,41.0376,-112.2019,324.76,378470,,,
47149,Rutherford County,TN,Tennessee,35.8434,-86.4172,619.548,376996,Very limited,69.3,69.3
27003,Anoka County,MN,Minnesota,45.2741,-93.2427,421.974,376840,Very limited,88.1,88.1
08069,Larimer County,CO,Colorado,40.6581,-105.4868,2595.745,374574,,,
39151,Stark County,OH,Ohio,40.8141,-81.3657,574.94,374091,Very limited,92,92
26161,Washtenaw County,MI,Michigan,42.2522,-83.8434,706.015,373875,Very limited,84.3,84.3
08123,Weld County,CO,Colorado,40.556,-104.3837,3984.963,369745,,,
45083,Spartanburg County,SC,South Carolina,34.932,-81.9916,808.411,369256,Somewhat limited,60.4,37.6
48167,Galveston County,TX,Texas,29.2339,-94.8882,379.413,367407,Very limited,52.3,52.3
22071,Orleans Parish,LA,Louisiana,30.0534,-89.9345,169.578,362701,Not rated,65.8,34.2
34035,Somerset County,NJ,New Jersey,40.5655,-74.6199,301.873,357467,Very limited,94.1,94.1
48355,Nueces County,TX,Texas,27.74,-97.5163,839.374,353125,Very limited,75,75
41047,Marion County,OR,Oregon,44.9009,-122.5763,1180.84,352867,,,
42129,Westmoreland County,PA,Pennsylvania,40.3111,-79.4667,1027.713,350935,Very limited,93.1,93.1
36087,Rockland County,NY,New York,41.1546,-74.0247,173.685,348144,Very limited,75.7,75.7
37063,Durham County,NC,North Carolina,36.0338,-78.8781,287.555,343628,Very limited,64.4,64.4
24027,Howard County,MD,Maryland,39.2523,-76.9244,250.95,339668,Very limited,76.5,76.5
51087,Henrico County,VA,Virginia,37.4375,-77.3003,233.665,338696,Very limited,72.5,72.5
37051,Cumberland County,NC,North Carolina,35.0502,-78.8287,652.566,338430,Very limited,68.7,68.7
09120,Greater Bridgeport Planning Region,CT,Connecticut,41.1846,-73.2094,140.192,335666,,,
12109,St. Johns County,FL,Florida,29.8814,-81.3883,600.663,334928,Very limited,89.1,89.1
31109,Lancaster County,NE,Nebraska,40.7835,-96.6887,837.56,332857,Very limited,98.3,98.3
42079,Luzerne County,PA,Pennsylvania,41.1731,-75.9761,889.807,331379,Very limited,90.9,90.9
12033,Escambia County,FL,Florida,30.53,-87.3203,656.998,331275,Very limited,63.2,63.2
08013,Boulder County,CO,Colorado,40.095,-105.3977,726.416,330262,,,
21067,Fayette County,KY,Kentucky,38.0407,-84.4583,283.854,329437,,,
48303,Lubbock County,TX,Texas,33.6115,-101.8199,895.644,327394,Somewhat limited,58.1,39.5
42095,Northampton County,PA,Pennsylvania,40.7528,-75.3074,369.787,322989,Very limited,77.1,77.1
33015,Rockingham County,NH,New Hampshire,42.9887,-71.0991,695.554,322433,Very limited,88.9,88.9
39093,Lorain County,OH,Ohio,41.4388,-82.1797,490.536,322030,Very limited,96,96
05007,Benton County,AR,Arkansas,36.3378,-94.2563,847.74,321566,Very limited,89.3,89.3
36001,Albany County,NY,New York,42.5882,-73.974,522.888,319964,Very limited,91.3,91.3
17111,McHenry County,IL,Illinois,42.3243,-88.4522,603.403,315959,Very limited,94.6,94.6
23005,Cumberland County,ME,Maine,43.8083,-70.3304,836.231,313809,Very limited,77.9,77.9
45063,Lexington County,SC,South Carolina,33.8923,-81.273,698.548,313774,Very limited,74.8,74.8
34015,Gloucester County,NJ,New Jersey,39.7229,-75.1457,322.009,311783,Very limited,84.9,84.9
29077,Greene County,MO,Missouri,37.2582,-93.3406,675.329,307942,Very limited,89.1,89.1
13051,Chatham County,GA,Georgia,31.9804,-81.0852,432.796,307336,,,
26139,Ottawa County,MI,Michigan,43.055,-86.2193,563.52,306235,Very limited,93.2,93.2
40027,Cleveland County,OK,Oklahoma,35.2064,-97.3231,538.909,303952,Very limited,82.1,82.1
45091,York County,SC,South Carolina,34.9702,-81.1832,680.607,303001,Very limited,55.5,55.5
53067,Thurston County,WA,Washington,46.9358,-122.8302,722.513,302912,,,
12073,Leon County,FL,Florida,30.4593,-84.2778,668.428,300488,Very limited,61.4,61.4
36027,Dutchess County,NY,New York,41.7548,-73.74,795.602,299963,Very limited,86.5,86.5
24021,Frederick County,MD,Maryland,39.4702,-77.3976,660.623,299317,Very limited,74.8,74.8
13063,Clayton County,GA,Georgia,33.5522,-84.413,141.703,297703,,,
06047,Merced County,CA,California,37.1948,-120.7228,1938.02,296774,,,
13057,Cherokee County,GA,Georgia,34.2443,-84.4751,420.956,293513,,,
42043,Dauphin County,PA,Pennsylvania,40.4126,-76.7926,524.87,293029,Very limited,81.8,81.8
48209,Hays County,TX,Texas,30.0612,-98.0293,676.863,292029,,,
12001,Alachua County,FL,Florida,29.6757,-82.3572,875.668,291782,Very limited,75.4,75.4
26065,Ingham County,MI,Michigan,42.6035,-84.3738,556.081,290427,Very limited,90.9,90.9
02020,Anchorage Municipality,AK,Alaska,61.1743,-149.2843,1706.802,289600,,,
27163,Washington County,MN,Minnesota,45.0379,-92.8901,384.762,283960,Very limited,80.2,80.2
17201,Winnebago County,IL,Illinois,42.3374,-89.1612,513.049,283790,Very limited,68.8,68.8
09180,Southeastern Connecticut Planning Region,CT,Connecticut,41.4848,-72.1017,598.139,282602,,,
06079,San Luis Obispo County,CA,California,35.3882,-120.4489,3300.842,281843,,,
53035,Kitsap County,WA,Washington,47.6397,-122.6496,395.087,281420,,,
13117,Forsyth County,GA,Georgia,34.2251,-84.1274,224.617,280096,Somewhat limited,47.4,43
29510,St. Louis city,MO,Missouri,38.6357,-90.2446,61.717,279695,,,
37021,Buncombe County,NC,North Carolina,35.6094,-82.5304,656.49,279210,Very limited,91.3,91.3
34001,Atlantic County,NJ,New Jersey,39.4694,-74.6338,555.583,279114,Very limited,88.1,88.1
22103,St. Tammany Parish,LA,Louisiana,30.41,-89.952,845.308,277615,Very limited,71.6,71.6
49057,Weber County,UT,Utah,41.2703,-111.8769,611.023,276118,,,
42041,Cumberland County,PA,Pennsylvania,40.1648,-77.2634,545.483,275516,Very limited,60.9,60.9
55009,Brown County,WI,Wisconsin,44.474,-87.9961,530.096,273909,Very limited,76.7,76.7
18141,St. Joseph County,IN,Indiana,41.6177,-86.288,457.781,273744,Very limited,82.4,82.4
48479,Webb County,TX,Texas,27.7608,-99.3408,3361.498,272823,Very limited,78.4,78.4
10005,Sussex County,DE,Delaware,38.6732,-75.337,936.146,271134,Very limited,74,74
48309,McLennan County,TX,Texas,31.5496,-97.2015,1036.706,270358,Very limited,93,93
47187,Williamson County,TN,Tennessee,35.8948,-86.8979,582.911,269136,Very limited,83.5,83.5
42049,Erie County,PA,Pennsylvania,42.118,-80.0964,798.904,267750,Very limited,94.4,94.4
16027,Canyon County,ID,Idaho,43.6258,-116.7091,587.049,266892,,,
05143,Washington County,AR,Arkansas,35.978,-94.2173,941.465,266184,Very limited,86.3,86.3
24025,Harford County,MD,Maryland,39.5374,-76.2998,437.125,265514,,,
26077,Kalamazoo County,MI,Michigan,42.2463,-85.5329,561.959,264780,Very limited,84.5,84.5
45015,Berkeley County,SC,South Carolina,33.2077,-79.9537,1103.61,264276,Very limited,87.9,87.9
37179,Union County,NC,North Carolina,34.9918,-80.5304,632.739,263386,Very limited,71.5,71.5
29047,Clay County,MO,Missouri,39.3156,-94.4215,397.658,263370,Very limited,87.4,87.4
17119,Madison County,IL,Illinois,38.8271,-89.9002,715.522,263017,Very limited,85.5,85.5
06087,Santa Cruz County,CA,California,37.0123,-122.0078,445.106,262406,Very limited,97.8,97.8
01003,Baldwin County,AL,Alabama,30.6592,-87.7461,1589.943,261608,Very limited,83.5,83.5
13151,Henry County,GA,Georgia,33.4529,-84.154,318.715,259315,,,
53077,Yakima County,WA,Washington,46.4566,-120.7401,4294.512,258523,,,
06041,Marin County,CA,California,38.0514,-122.7464,520.141,256400,Very limited,72.9,72.9
39165,Warren County,OH,Ohio,39.4257,-84.1699,401.415,256059,Very limited,87.9,87.9
51550,Chesapeake city,VA,Virginia,36.6794,-76.3018,338.456,254997,Very limited,88.9,88.9
22055,Lafayette Parish,LA,Louisiana,30.2065,-92.0642,268.833,254241,Very limited,79.9,79.9
48245,Jefferson County,TX,Texas,29.854,-94.1493,876.736,253948,,,
04025,Yavapai County,AZ,Arizona,34.6311,-112.5772,8122.932,252013,,,
17163,St. Clair County,IL,Illinois,38.4702,-89.9285,657.748,251149,Very limited,83.7,83.7
37101,Johnston County,NC,North Carolina,35.5134,-78.3673,792.017,249794,Very limited,62.7,62.7
48041,Brazos County,TX,Texas,30.6567,-96.3024,586.15,249624,Very limited,96.5,96.5
48423,Smith County,TX,Texas,32.3751,-95.2689,921.495,249091,Very limited,69.6,69.6
47125,Montgomery County,TN,Tennessee,36.5004,-87.3809,539.169,246025,Very limited,63.6,63.6
37025,Cabarrus County,NC,North Carolina,35.3883,-80.5527,361.246,244925,Very limited,67.5,67.5
37129,New Hanover County,NC,North Carolina,34.1834,-77.8642,192.27,243333,Very limited,81.2,81.2
37071,Gaston County,NC,North Carolina,35.2928,-81.1774,355.751,242010,Somewhat limited,54.9,36.5
01125,Tuscaloosa County,AL,Alabama,33.2902,-87.5228,1320.863,241212,Very limited,84,84
36091,Saratoga County,NY,New York,43.1061,-73.8554,809.97,240360,Very limited,89,89
51013,Arlington County,VA,Virginia,38.8783,-77.1007,25.997,239807,Not rated,73.5,16.2
39041,Delaware County,OH,Ohio,40.2789,-83.0075,443.149,237966,Very limited,91.6,91.6
